Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",Name Metabolite ,Group 
A075_HILIC,D-Glucose 6-phosphate,260.0297,18.50,0.9,0.4,-0.1,0.2,2.0,1.8,0.7,3.0,2.3,1.000,1.000,1.000,1.000,0.001,0.003,1.000,0.000,0.001,8.1E+07,1.9E+08,8.5E+07,1.4E+08,1.5E+08,5.8E+07,8.2E+07,1.6E+08,2.0E+08,1.1E+08,6.9E+07,8.6E+07,7.3E+07,2.1E+08,7.0E+07,7.1E+07,2.2E+07,2.0E+07,2.4E+07,1.5E+07,1.6E+07,3.2E+07,1.9E+07,1.8E+07,2.3E+05,3.1E+05,4.1E+05,2.2E+05,3.2E+05,2.2E+05,3.2E+05,35.2,16.6,54.6,61.4,41.2,34.2,D-Glucose 6-phosphate,Glycolysis / Carbohydrate
A074_HILIC,D-Glucose-1-phosphate,260.0296,17.48,0.8,0.3,-0.2,-0.4,1.0,1.4,0.1,2.0,2.0,1.000,1.000,1.000,1.000,0.224,0.040,1.000,0.039,0.008,5.1E+07,1.2E+08,4.7E+07,6.3E+07,8.9E+07,2.1E+07,3.8E+07,1.1E+08,1.3E+08,8.8E+07,6.1E+07,7.1E+07,6.3E+07,1.3E+08,6.5E+07,7.1E+07,2.7E+07,2.4E+07,2.7E+07,1.5E+07,2.0E+07,3.1E+07,2.2E+07,1.8E+07,9.5E+04,6.5E+04,6.3E+04,9.7E+04,1.3E+05,9.5E+04,1.2E+05,32.6,15.0,32.1,42.1,58.3,40.0,D-Glucose-1-phosphate,Glycolysis / Carbohydrate
B157_HILIC,D-Ribose-1-phosphate,230.0191,16.24,0.2,0.6,0.3,3.4,7.9,4.5,2.9,7.7,4.8,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.4E+08,2.9E+08,2.5E+08,2.3E+08,2.5E+08,2.9E+08,2.6E+08,2.7E+08,4.4E+07,3.8E+07,2.0E+07,3.5E+07,2.6E+07,5.4E+07,2.3E+07,2.4E+07,8.7E+05,1.2E+06,1.1E+06,1.1E+06,2.1E+06,2.5E+06,1.1E+06,1.5E+06,7.5E+04,1.9E+05,1.4E+05,1.4E+05,9.9E+04,6.9E+04,6.2E+04,41.7,44.1,32.4,38.6,9.4,3.5,D-Ribose-1-phosphate,Glycolysis / Carbohydrate
A050_RP,D-Ribulose 5'-phosphate,230.0191,4.03,0.1,0.4,0.1,2.6,4.7,2.1,2.3,4.7,2.4,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.3E+08,1.6E+08,1.4E+08,1.3E+08,1.1E+08,1.6E+08,1.5E+08,1.3E+08,3.9E+07,2.8E+07,2.3E+07,3.0E+07,2.1E+07,4.2E+07,2.1E+07,2.4E+07,4.8E+06,4.8E+06,5.7E+06,5.0E+06,5.4E+06,1.1E+07,5.3E+06,6.0E+06,1.2E+05,1.4E+05,1.2E+05,1.2E+05,1.0E+05,1.1E+05,1.0E+05,40.5,7.5,25.1,32.9,12.5,12.0,D-Ribulose 5'-phosphate,Glycolysis / Carbohydrate
C111_RP,DL-Lactic Acid,90.0317,6.52,-0.1,0.0,-0.2,1.6,1.1,-0.5,1.5,1.3,-0.3,1.000,1.000,1.000,0.835,1.000,1.000,1.000,1.000,1.000,4.4E+08,5.8E+06,4.5E+08,3.5E+08,5.3E+08,5.3E+08,4.3E+08,5.1E+08,1.7E+08,1.9E+08,1.1E+08,9.9E+07,1.4E+08,1.4E+08,1.6E+08,1.6E+08,2.2E+08,1.8E+08,2.0E+08,1.4E+08,2.6E+08,2.2E+08,1.7E+08,1.8E+08,6.4E+06,5.5E+06,1.8E+05,5.9E+06,5.2E+06,5.5E+06,1.6E+05,16.9,17.4,26.4,16.9,69.5,10.3,DL-Lactic Acid,Glycolysis / Lactate 
A041_RP,p-Hydroxyphenyllactic acid,182.0581,14.25,-0.1,0.1,-0.5,-0.1,0.8,0.9,-0.2,1.3,1.5,1.000,1.000,1.000,1.000,0.377,0.208,1.000,0.009,0.009,8.1E+06,9.5E+06,6.7E+06,5.0E+06,8.1E+06,2.0E+07,9.6E+06,5.6E+06,1.2E+07,9.5E+06,7.7E+06,6.9E+06,7.4E+06,8.2E+06,9.0E+06,1.1E+07,5.9E+06,4.3E+06,4.5E+06,2.2E+06,4.6E+06,3.7E+06,4.1E+06,2.5E+06,4.6E+04,4.7E+04,4.6E+04,4.8E+04,4.4E+04,4.6E+04,4.7E+04,31.0,16.6,19.5,21.9,68.8,15.0,p-Hydroxyphenyllactic acid,Glycolysis / Lactate 
A051_HILIC,Dihydroxyacetone phosphate,169.9980,16.08,0.0,0.4,0.1,0.7,3.2,2.6,0.3,3.1,2.8,1.000,1.000,1.000,0.248,0.000,0.000,1.000,0.000,0.000,3.1E+07,5.4E+07,3.5E+07,2.4E+07,5.2E+07,3.1E+07,4.3E+07,4.7E+07,2.6E+07,3.3E+07,2.0E+07,3.1E+07,2.7E+07,3.7E+07,2.3E+07,2.6E+07,4.9E+06,4.9E+06,5.1E+06,3.2E+06,3.4E+06,6.9E+06,3.3E+06,4.0E+06,8.2E+04,8.3E+04,8.3E+04,7.9E+04,1.2E+05,8.6E+04,7.5E+04,33.6,23.3,14.6,12.6,36.4,22.3,Dihydroxyacetone phosphate,Glycolysis / Lipid metabolism 
A048_HILIC,Phosphoenolpyruvic acid,167.9823,19.44,0.3,-0.1,0.1,-1.8,0.1,1.9,-1.4,0.3,1.7,1.000,1.000,1.000,0.113,1.000,0.058,0.142,1.000,0.064,1.9E+06,3.7E+06,5.0E+06,9.8E+05,2.5E+06,5.2E+06,3.0E+06,2.9E+06,6.7E+06,4.5E+06,1.0E+07,1.3E+07,1.3E+07,2.1E+07,9.2E+06,4.4E+06,3.5E+06,3.2E+06,3.0E+06,1.4E+06,1.9E+06,3.2E+06,2.1E+06,2.1E+06,4.2E+04,4.3E+04,4.8E+04,3.3E+04,3.9E+04,4.7E+04,4.5E+04,35.4,28.6,72.8,27.2,55.0,43.0,Phosphoenolpyruvic acid,Glycolysis / Pyruvate metabolism 
A001_HILIC,Pyruvic acid,88.0160,3.93,-1.3,-0.3,-0.6,0.0,-0.3,-0.3,-1.0,-1.0,-0.1,0.589,1.000,1.000,1.000,1.000,1.000,0.192,0.040,1.000,6.6E+07,4.9E+07,6.7E+07,2.1E+07,5.0E+07,2.2E+07,5.0E+07,2.5E+07,5.4E+07,4.6E+07,5.3E+07,5.5E+07,7.6E+07,4.5E+07,6.0E+07,4.7E+07,8.2E+07,9.5E+07,9.4E+07,4.5E+07,5.8E+07,4.1E+07,5.3E+07,5.1E+07,2.0E+06,2.1E+06,6.7E+05,2.0E+06,2.4E+06,1.8E+06,2.9E+06,42.9,26.9,9.2,17.3,46.2,15.9,Pyruvic acid,Glycolysis / Pyruvate metabolism 
C113_RP,1-Methylhistamine,125.0954,3.27,0.8,0.3,0.1,1.5,2.1,0.6,2.0,2.9,0.9,1.000,1.000,1.000,0.035,0.002,1.000,0.011,0.000,0.421,7.3E+06,1.9E+07,1.1E+07,1.1E+07,8.5E+06,1.5E+07,1.4E+07,2.0E+07,4.2E+06,4.8E+06,3.2E+06,3.7E+06,2.2E+06,3.4E+06,3.7E+06,5.5E+06,4.8E+06,4.0E+06,3.1E+06,3.0E+06,1.2E+06,1.7E+06,1.5E+06,1.2E+06,2.1E+05,2.3E+05,2.9E+05,2.8E+05,1.5E+05,1.9E+05,2.8E+05,51.0,63.2,22.8,25.2,25.7,30.5,1-Methylhistamine,Histamine
B119_HILIC,3-Methylhistamine,125.0954,21.01,0.9,0.6,-0.2,1.8,1.6,-0.1,2.1,2.7,0.6,1.000,1.000,1.000,0.043,0.125,1.000,0.073,0.002,0.846,6.1E+07,1.9E+08,8.7E+07,1.1E+08,7.4E+07,1.1E+08,1.1E+08,2.0E+08,3.8E+07,3.7E+07,3.2E+07,3.4E+07,1.5E+07,3.3E+07,7.3E+06,5.2E+07,5.8E+07,4.0E+07,3.4E+07,2.9E+07,1.9E+07,1.6E+07,1.2E+07,8.8E+06,1.5E+06,2.6E+06,1.9E+06,2.2E+06,2.0E+06,1.8E+06,1.7E+06,58.6,65.9,23.1,61.9,35.4,24.4,3-Methylhistamine,Histamine
B128_HILIC,Methylimidazoleacetic acid,140.0586,3.41,0.1,0.1,0.1,1.2,2.9,1.7,1.2,2.9,1.7,1.000,1.000,1.000,0.113,0.000,0.003,0.145,0.000,0.001,9.2E+07,1.8E+08,1.7E+08,9.4E+07,1.4E+08,1.3E+08,1.4E+08,1.8E+08,8.4E+07,6.9E+07,5.4E+07,6.3E+07,4.6E+07,5.2E+07,6.9E+07,9.1E+07,2.6E+07,2.5E+07,2.6E+07,2.0E+07,1.2E+07,2.0E+07,1.3E+07,9.1E+06,9.1E+05,3.6E+05,7.8E+05,6.3E+05,3.4E+05,4.3E+05,6.6E+05,35.7,40.5,23.8,26.6,28.2,23.5,Methylimidazoleacetic acid,Histamine
B178_HILIC,Adrenic acid,332.2715,2.14,0.3,0.2,0.1,0.8,2.1,1.3,0.9,2.4,1.5,1.000,1.000,1.000,0.001,0.000,0.000,0.001,0.000,0.000,2.6E+08,3.7E+08,2.6E+08,2.8E+08,2.2E+08,3.3E+08,3.0E+08,3.2E+08,1.7E+08,2.2E+08,1.4E+08,1.4E+08,1.2E+08,1.5E+08,1.6E+08,2.0E+08,5.6E+07,6.6E+07,5.9E+07,5.4E+07,6.2E+07,7.7E+07,6.3E+07,6.0E+07,1.1E+05,1.3E+05,1.4E+05,1.8E+05,1.6E+05,1.1E+05,1.6E+05,15.1,5.0,21.9,15.3,11.6,13.0,Adrenic acid,Lipid metabolism 
C292_HILIC,glycidyl oleate,338.2823,1.97,0.4,0.2,-0.6,1.1,-0.7,-1.9,1.3,0.2,-1.1,1.000,1.000,1.000,0.007,0.020,0.000,0.002,1.000,0.002,1.4E+07,1.9E+07,2.4E+07,2.7E+07,2.0E+07,2.8E+07,2.2E+07,3.0E+07,1.1E+07,1.3E+07,8.8E+06,9.2E+06,6.7E+06,7.7E+06,1.1E+07,1.3E+07,3.7E+07,3.2E+07,4.9E+07,2.1E+07,3.3E+07,2.4E+07,3.2E+07,2.4E+07,1.3E+05,1.2E+05,1.8E+05,1.2E+05,1.3E+05,1.3E+05,1.3E+05,19.6,21.2,25.9,22.4,18.9,22.7,glycidyl oleate,Lipid metabolism 
C141_RP,S-3-oxodecanoyl cysteamine,245.1451,23.59,0.8,1.1,0.1,1.2,-1.2,-2.4,0.9,-0.5,-1.4,1.000,1.000,1.000,0.277,0.125,0.001,0.418,1.000,0.054,2.6E+07,7.4E+07,2.5E+07,9.0E+07,4.2E+07,4.3E+07,4.1E+07,3.3E+07,1.5E+07,3.2E+07,1.5E+07,2.9E+07,1.0E+07,1.9E+07,3.2E+07,4.5E+07,4.8E+07,9.0E+07,7.0E+07,7.6E+07,9.2E+07,8.6E+07,8.6E+07,5.1E+07,2.0E+05,1.6E+05,1.5E+05,1.4E+05,1.2E+05,1.1E+05,1.1E+05,22.8,26.4,33.7,53.5,44.2,27.2,S-3-oxodecanoyl cysteamine,Lipid metabolism 
a078_RP,Prostaglandin D2,352.2252,24.82,0.5,-0.8,0.1,2.3,4.9,2.6,3.5,5.2,1.7,1.000,1.000,1.000,0.037,0.000,0.000,0.000,0.000,0.044,1.3E+06,9.3E+05,1.0E+06,1.3E+06,6.6E+05,2.1E+06,8.2E+05,1.2E+06,7.5E+05,3.1E+05,1.7E+05,1.0E+05,1.7E+05,4.8E+04,2.1E+05,1.2E+05,3.3E+04,3.8E+04,3.0E+04,3.3E+04,3.0E+04,3.3E+04,3.4E+04,3.5E+04,2.7E+04,3.4E+04,2.5E+04,2.4E+04,2.4E+04,2.3E+04,2.3E+04,7.1,5.8,79.6,87.0,34.7,29.4,Prostaglandin D2,Lipid metabolism / Arachidonic acid derivative 
C112_RP,2-Hydroxy-2-methylbutyric acid,118.0631,14.03,0.6,-0.1,-0.5,-1.5,-1.5,0.0,-0.8,-0.4,0.5,1.000,1.000,1.000,0.319,0.538,1.000,0.699,1.000,1.000,1.6E+06,2.3E+06,1.6E+06,1.6E+06,5.4E+06,3.5E+06,1.5E+06,2.6E+06,9.1E+06,7.2E+06,2.8E+06,2.8E+06,4.2E+06,3.6E+06,4.7E+06,5.0E+06,5.5E+06,4.9E+06,5.4E+06,3.1E+06,3.5E+06,3.2E+06,2.5E+06,2.3E+06,4.6E+05,4.2E+05,4.0E+05,3.7E+05,4.0E+05,3.3E+05,3.3E+05,32.9,35.2,41.3,52.0,32.7,75.1,2-Hydroxy-2-methylbutyric acid,Lipid metabolism / BCFA
C236_HILIC,4-Hydroxy-2-oxoheptanedioic acid,190.0477,6.53,-0.3,-0.4,-0.4,-1.0,-0.3,0.7,-1.0,-0.2,0.8,1.000,1.000,1.000,0.002,0.664,0.049,0.001,0.705,0.016,4.9E+07,4.2E+07,5.8E+07,4.5E+07,5.6E+07,4.2E+07,5.0E+07,4.2E+07,1.3E+08,8.8E+07,7.9E+07,7.8E+07,9.8E+07,7.8E+07,1.1E+08,1.2E+08,8.4E+07,7.4E+07,6.8E+07,4.5E+07,6.3E+07,4.6E+07,5.5E+07,5.0E+07,5.6E+05,3.2E+05,3.3E+05,2.5E+05,5.8E+05,6.7E+05,2.4E+05,24.9,18.2,20.2,22.0,3.6,8.5,4-Hydroxy-2-oxoheptanedioic acid,Lipid metabolism / caboxy fatty acid 
B094_RP,Acetyl-L-carnitine,203.1159,6.29,-0.3,-0.1,-0.3,0.7,-1.1,-1.8,0.5,-1.1,-1.6,1.000,1.000,1.000,1.000,1.000,0.984,1.000,0.319,1.000,4.3E+08,4.7E+05,4.5E+08,3.3E+08,3.9E+08,4.9E+08,4.7E+08,4.0E+08,3.2E+08,3.1E+08,2.5E+08,2.1E+08,2.2E+08,2.0E+08,2.9E+08,3.1E+08,1.1E+09,1.0E+09,1.0E+09,6.8E+08,8.8E+08,8.3E+08,8.9E+08,7.5E+08,2.3E+05,2.8E+05,2.2E+05,2.0E+05,2.0E+05,2.0E+05,2.0E+05,17.3,9.9,23.7,16.5,70.1,7.8,Acetyl-L-carnitine,Lipid metabolism / Carnitine
A033_RP,L-Carnitine,161.1053,4.09,-0.1,0.0,-0.2,1.1,-0.4,-1.6,1.0,-0.4,-1.4,1.000,1.000,1.000,0.000,0.042,0.000,0.000,0.101,0.000,8.5E+08,9.3E+08,8.7E+08,7.1E+08,8.1E+08,7.3E+08,8.3E+08,8.5E+08,5.2E+08,4.7E+08,3.9E+08,3.7E+08,3.7E+08,3.9E+08,3.8E+08,3.8E+08,1.4E+09,1.4E+09,1.2E+09,9.4E+08,1.1E+09,9.7E+08,1.0E+09,1.0E+09,1.9E+05,1.1E+05,1.0E+05,9.9E+04,9.8E+04,1.0E+05,9.7E+04,18.1,12.9,11.1,17.3,12.9,2.9,L-Carnitine,Lipid metabolism / Carnitine
A066_RP,Stearoyl-L-carnitine,427.3664,28.56,1.1,0.3,-0.1,0.1,-1.0,-1.2,0.9,0.2,-0.8,1.000,1.000,1.000,1.000,0.111,0.015,0.278,1.000,0.469,3.1E+07,7.0E+07,2.9E+07,7.0E+07,3.0E+07,5.1E+07,3.4E+07,6.4E+07,3.9E+07,5.8E+07,2.0E+07,2.7E+07,1.1E+07,2.1E+07,3.7E+07,4.3E+07,7.3E+07,6.1E+07,6.1E+07,4.4E+07,6.4E+07,6.2E+07,5.4E+07,6.0E+07,3.3E+05,2.5E+05,2.3E+05,3.0E+05,2.4E+05,2.5E+05,2.7E+05,14.8,12.6,45.0,50.1,14.1,6.6,Stearoyl-L-carnitine,Lipid metabolism / Carnitine
C154_RP,(2E)-hexadecenoylcarnitine,397.3194,26.77,-0.1,-0.3,-0.2,1.3,0.2,-1.0,1.4,0.3,-1.2,1.000,1.000,1.000,0.002,1.000,0.006,0.000,1.000,0.003,8.1E+07,9.8E+07,8.9E+07,7.8E+07,9.1E+07,5.8E+07,7.3E+07,7.8E+07,5.4E+07,3.2E+07,2.9E+07,2.2E+07,2.7E+07,2.6E+07,4.2E+07,3.6E+07,9.2E+07,7.7E+07,7.1E+07,5.1E+07,7.5E+07,5.9E+07,6.3E+07,7.0E+07,1.8E+05,2.0E+05,1.7E+05,1.7E+05,2.6E+05,4.1E+05,3.1E+05,18.2,15.8,22.7,33.6,21.1,10.0,(2E)-hexadecenoylcarnitine,Lipid metabolism / Carnitine 
c185_RP,(R)-3-hydroxybutyrylcarnitine,247.1421,10.02,0.1,-0.1,-0.2,-1.4,-1.9,-0.5,-1.3,-1.5,-0.3,1.000,1.000,1.000,0.000,0.000,0.723,0.001,0.000,0.997,1.5E+06,1.8E+06,1.2E+06,1.6E+06,1.6E+06,1.1E+06,1.1E+06,1.3E+06,5.2E+06,4.7E+06,3.0E+06,2.6E+06,3.4E+06,3.1E+06,3.8E+06,3.9E+06,6.3E+06,5.0E+06,5.4E+06,4.4E+06,4.5E+06,4.0E+06,3.8E+06,3.5E+06,1.5E+05,1.5E+05,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,15.3,21.3,25.2,24.7,20.6,15.0,(R)-3-hydroxybutyrylcarnitine,Lipid metabolism / Carnitine 
C144_RP,2-methylbutyrylcarnitine,245.1629,14.74,-0.1,0.5,-0.4,1.1,-2.2,-3.3,0.5,-2.0,-2.5,1.000,1.000,1.000,0.835,0.002,0.000,1.000,0.008,0.004,5.3E+06,4.5E+06,5.4E+06,5.5E+06,5.4E+06,3.0E+06,5.2E+06,6.7E+06,8.9E+06,8.3E+06,1.7E+06,2.5E+06,2.9E+06,3.9E+06,2.1E+06,3.1E+06,2.5E+07,2.1E+07,1.9E+07,1.2E+07,2.9E+07,2.2E+07,2.6E+07,1.9E+07,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.0E+05,1.1E+05,25.9,16.8,59.0,86.0,31.2,1.6,2-methylbutyrylcarnitine,Lipid metabolism / Carnitine 
c204_RP,"3, 5-Tetradecadiencarnitine",367.2725,25.53,0.5,-0.7,-0.2,-2.0,-5.8,-3.8,-0.9,-5.1,-4.3,1.000,1.000,1.000,0.048,0.000,0.000,0.312,0.000,0.000,1.7E+05,1.2E+05,7.5E+05,3.4E+05,1.9E+05,2.1E+05,1.2E+05,2.9E+05,1.2E+06,8.1E+05,7.6E+05,4.2E+05,4.8E+05,4.0E+05,7.1E+05,4.8E+05,1.2E+07,1.1E+07,1.1E+07,6.7E+06,9.8E+06,8.9E+06,7.4E+06,8.3E+06,9.7E+04,1.0E+05,1.0E+05,9.8E+04,9.9E+04,9.9E+04,1.1E+05,19.8,17.9,36.6,38.5,40.7,97.8,"3, 5-Tetradecadiencarnitine",Lipid metabolism / Carnitine 
C157_RP,3-hydroxyhexadecanoylcarnitine,415.3299,26.40,0.7,0.0,-0.2,0.8,0.2,-0.6,1.5,1.1,-0.3,1.000,1.000,1.000,0.305,1.000,0.588,0.004,0.040,0.970,8.8E+06,1.7E+07,1.2E+07,2.3E+07,1.2E+07,1.1E+07,9.9E+06,1.8E+07,1.1E+07,9.1E+06,4.8E+06,5.4E+06,4.0E+06,4.7E+06,7.7E+06,7.2E+06,9.7E+06,7.4E+06,1.1E+07,8.4E+06,9.0E+06,1.1E+07,7.5E+06,7.0E+06,1.1E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.3E+05,1.6E+05,18.6,14.6,29.9,44.0,27.7,13.6,3-hydroxyhexadecanoylcarnitine,Lipid metabolism / Carnitine 
c205_RP,3-hydroxytetradecanoylcarnitine,387.2986,25.43,0.6,-0.2,-0.3,0.5,-0.1,-0.5,1.2,0.8,-0.4,1.000,1.000,1.000,1.000,1.000,0.884,0.062,0.326,1.000,3.5E+06,7.3E+06,5.1E+06,7.7E+06,5.6E+06,4.0E+06,3.8E+06,6.3E+06,5.8E+06,4.5E+06,2.5E+06,2.1E+06,2.4E+06,2.7E+06,4.0E+06,3.1E+06,5.4E+06,4.0E+06,5.5E+06,3.7E+06,3.9E+06,4.3E+06,3.8E+06,3.3E+06,1.2E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,11.4,19.8,32.4,44.0,26.5,22.7,3-hydroxytetradecanoylcarnitine,Lipid metabolism / Carnitine 
c207_RP,"9,12-Hexadecadienoylcarnitine",395.3040,26.27,0.4,-0.1,0.0,1.0,-0.9,-1.9,1.6,-0.5,-2.0,1.000,1.000,1.000,0.864,0.867,0.072,0.845,0.630,0.043,2.6E+06,4.7E+06,3.6E+06,4.7E+06,4.0E+06,5.2E+05,2.4E+06,3.3E+06,3.1E+06,1.9E+06,1.3E+06,8.0E+05,8.9E+05,1.1E+06,1.7E+06,1.6E+06,5.8E+06,5.7E+06,5.3E+06,3.6E+06,7.3E+06,6.1E+06,4.1E+06,5.2E+06,1.2E+05,1.2E+05,1.1E+05,1.2E+05,1.3E+05,1.6E+05,1.4E+05,20.8,23.2,36.8,54.4,59.5,24.9,"9,12-Hexadecadienoylcarnitine",Lipid metabolism / Carnitine 
C136_RP,butyrylcarnitine,231.1471,12.71,0.0,0.7,-0.4,0.0,-3.5,-3.5,-0.8,-3.1,-2.3,1.000,1.000,1.000,1.000,0.000,0.000,0.252,0.000,0.007,4.6E+06,4.1E+06,3.9E+06,4.5E+06,4.9E+06,2.2E+06,4.0E+06,6.5E+06,1.4E+07,1.6E+07,3.6E+06,6.8E+06,4.9E+06,8.1E+06,4.0E+06,6.6E+06,4.6E+07,3.7E+07,3.1E+07,1.9E+07,5.3E+07,4.3E+07,5.4E+07,3.7E+07,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.1E+05,1.3E+05,29.7,23.1,46.9,72.8,41.4,10.7,butyrylcarnitine,Lipid metabolism / Carnitine 
C151_RP,cis-5-Tetradecenoylcarnitine,369.2881,26.06,-0.5,-0.5,-0.4,0.8,-1.6,-2.4,0.8,-1.7,-2.6,1.000,1.000,1.000,0.383,0.001,0.000,0.347,0.001,0.000,2.0E+07,2.5E+07,2.5E+07,1.4E+07,2.2E+07,8.4E+06,1.7E+07,1.7E+07,1.9E+07,1.1E+07,1.0E+07,7.0E+06,8.2E+06,7.0E+06,1.5E+07,1.1E+07,8.3E+07,7.1E+07,6.8E+07,3.6E+07,6.4E+07,5.3E+07,5.5E+07,4.9E+07,9.3E+05,1.1E+06,9.5E+05,1.7E+05,1.3E+06,1.6E+05,1.7E+05,27.9,17.3,25.6,35.7,43.6,15.0,cis-5-Tetradecenoylcarnitine,Lipid metabolism / Carnitine 
c201_RP,decanoylcarnitine,315.2412,23.60,-0.7,-1.0,-0.5,0.1,-3.2,-3.2,0.4,-3.4,-3.7,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.9E+05,2.4E+05,3.9E+05,1.2E+05,3.6E+05,1.8E+05,1.8E+05,2.2E+05,3.9E+05,2.6E+05,2.2E+05,1.5E+05,3.7E+05,1.4E+05,2.4E+05,1.7E+05,3.9E+06,3.3E+06,3.0E+06,1.5E+06,2.7E+06,2.1E+06,2.5E+06,2.0E+06,9.9E+04,9.1E+04,9.2E+04,9.6E+04,9.1E+04,8.5E+04,8.9E+04,34.6,20.3,30.5,27.8,27.9,31.1,decanoylcarnitine,Lipid metabolism / Carnitine 
C150_RP,DL-LAUROYLCARNITINE,343.2724,25.62,-0.5,-0.6,-0.3,0.5,-0.3,-0.8,0.6,-0.5,-1.1,1.000,1.000,1.000,1.000,0.671,0.146,0.413,0.298,0.005,2.2E+07,2.2E+07,2.4E+07,1.6E+07,2.4E+07,9.8E+06,1.7E+07,1.8E+07,2.7E+07,1.3E+07,1.3E+07,6.7E+06,1.5E+07,1.1E+07,1.8E+07,1.1E+07,3.8E+07,3.3E+07,3.1E+07,2.0E+07,2.8E+07,2.3E+07,2.5E+07,2.4E+07,9.4E+04,9.8E+04,9.3E+04,9.4E+04,9.2E+04,9.0E+04,9.8E+04,21.8,18.0,26.0,34.6,31.1,15.2,DL-LAUROYLCARNITINE,Lipid metabolism / Carnitine 
c375_HILIC,Dodecanoylcarnitine,343.2723,4.44,-0.4,-0.6,-0.4,0.2,-0.7,-0.9,0.3,-0.7,-1.1,1.000,1.000,1.000,1.000,0.313,0.170,0.957,0.068,0.004,2.0E+07,1.7E+07,1.9E+07,1.4E+07,1.9E+07,7.7E+06,1.5E+07,1.4E+07,2.3E+07,1.2E+07,1.2E+07,4.8E+06,1.6E+07,1.0E+07,1.7E+07,1.2E+07,3.0E+07,2.7E+07,3.3E+07,2.2E+07,2.9E+07,2.2E+07,2.4E+07,2.4E+07,1.0E+05,1.2E+05,1.2E+05,1.0E+05,1.6E+05,1.0E+05,1.2E+05,11.3,13.3,34.9,26.6,30.1,11.8,Dodecanoylcarnitine,Lipid metabolism / carnitine 
B098_RP,Hexanoylcarnitine,259.1786,17.42,0.0,-0.6,-0.3,-2.2,-5.1,-2.9,-1.6,-4.8,-3.2,1.000,1.000,1.000,0.000,0.000,0.000,0.001,0.000,0.000,1.0E+06,9.0E+05,6.4E+05,8.0E+05,7.3E+05,4.9E+05,5.1E+05,5.9E+05,5.0E+06,2.2E+06,2.3E+06,1.4E+06,2.2E+06,1.9E+06,4.1E+06,2.5E+06,2.5E+07,2.4E+07,2.4E+07,1.6E+07,2.4E+07,2.0E+07,2.0E+07,1.9E+07,8.2E+05,8.9E+04,8.9E+04,8.7E+04,7.9E+05,8.2E+05,9.6E+04,16.4,9.2,21.9,40.5,27.2,29.5,Hexanoylcarnitine,Lipid metabolism / Carnitine 
C143_RP,Isovalerylcarnitine,245.1629,15.02,-0.2,0.3,-0.2,0.4,-1.8,-2.2,-0.2,-1.9,-1.7,1.000,1.000,1.000,1.000,0.003,0.002,0.981,0.001,0.022,9.3E+06,7.8E+06,8.4E+06,7.6E+06,1.0E+07,3.8E+06,8.6E+06,9.7E+06,1.6E+07,1.7E+07,6.4E+06,7.5E+06,6.5E+06,9.7E+06,7.4E+06,7.8E+06,2.9E+07,2.6E+07,2.1E+07,1.6E+07,3.5E+07,3.2E+07,3.6E+07,3.0E+07,1.3E+05,1.0E+05,1.0E+05,1.1E+05,1.0E+05,1.1E+05,1.1E+05,27.2,23.0,42.3,49.5,34.4,8.6,Isovalerylcarnitine,Lipid metabolism / Carnitine 
