Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,β-Nicotinamide adenine dinucleotide (NAD+),663.1091,9.67,1.019681774273090,C051,RP_neg_2020,,5681,C00003,HMDB0000902,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,β-Nicotinamide adenine dinucleotide (NAD+),663.1091,9.53,1.019681774273090,C051,RP_pos_2020,,5681,C00003,HMDB0000902,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a074_RP,Putrescine,88.1001,3.12,-0.030000000000000,-0.030000000000000,-0.160000000000000,-4.880000000000000,-4.370000000000000,0.510000000000000,-4.890000000000000,-4.240000000000000,0.650000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000000003544764481944180000,0.000000000002733859650289180000,0.071552194399811400000000000000,0.000000000003381208356779060000,0.000000000004478322474759420000,0.015326994527437200000000000000,702234.805493396000000,844879.921043635000000,703105.543003247000000,659521.205531460000000,710663.838868562000000,715470.508882455000000,570729.288092274000000,594812.157849184000000,24069771.983268900000000,20478157.026859900000000,20938678.830512500000000,20243490.000666600000000,18619591.690203600000000,16249271.140704000000000,20531558.300921600000000,21810603.997272100000000,13585341.102482400000000,14381003.240454800000000,17607111.745492400000000,8266467.807588480000000,15439819.636094600000000,12975231.849649500000000,10805072.479428000000000,12984521.788120900000000,2.4E+05,1.7E+05,1.1E+05,1.3E+05,1.1E+05,1.1E+05,1.2E+05,22.0,20.1,12.2,10.7,15.1,10.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Putrescine,88.1001,3.09,0.474789546484524,A003,RP_pos_2020,,13837702,C00134,HMDB0001414,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a075_RP,Serotonin,176.0951,11.42,0.300000000000000,0.510000000000000,0.060000000000000,2.510000000000000,4.440000000000000,1.930000000000000,2.290000000000000,4.670000000000000,2.380000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000000682692041288498000000000,0.000000000111103828839756000000,0.000052269364896599100000000000,0.000000889953577200390000000000,0.000000000046098014294671000000,0.000007375921570658060000000000,3608452.070855360000000,6815915.883039550000000,3794875.420010900000000,3755818.134309630000000,3159356.112429240000000,3721646.097139100000000,2437051.671906430000000,4555761.760164660000000,618965.893445330000000,1049402.341658330000000,571990.703487002000000,648019.284787440000000,407622.148155474000000,890329.317159893000000,687381.986185210000000,804279.823599300000000,166847.520860401000000,301020.951956621000000,145883.702877095000000,153849.891674473000000,149270.498796265000000,152258.510123894000000,162533.649596495000000,171766.400442615000000,1.5E+05,1.4E+05,1.3E+05,1.2E+05,1.1E+05,1.0E+05,1.1E+05,36.7,6.5,19.8,20.8,30.9,18.6,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Serotonin,176.0950,11.37,0.885435301941051,B007,RP_pos_2020,,5013,C00780,HMDB0000259,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a076_RP,NG-Methyl-L-arginine,188.1274,3.88,0.340000000000000,0.360000000000000,0.220000000000000,-2.230000000000000,-5.230000000000000,-3.000000000000000,-2.260000000000000,-5.110000000000000,-2.860000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000002122363201353540000000000,0.000000000006654111224288760000,0.000000049113424102825100000000,0.000000489563229955081000000000,0.000000000005053901741547410000,0.000000092565462875372100000000,911781.391422776000000,856377.906937258000000,725624.280697813000000,720112.935169665000000,940654.977786856000000,1324329.054261070000000,715923.023250861000000,1211552.666634890000000,2497694.433714420000000,4649079.724681400000000,4594073.954819150000000,4679809.238758520000000,3435252.621281250000000,5193569.962475550000000,4258147.569886950000000,6351532.647299330000000,30979951.244227900000000,33750780.683589100000000,36418171.643839700000000,36715376.666648800000000,19899438.495039400000000,41818648.457285400000000,30465617.374623100000000,34752969.219305900000000,9.4E+04,9.1E+04,8.7E+04,8.1E+04,8.5E+04,8.2E+04,8.4E+04,9.8,23.5,15.2,25.3,27.8,14.5,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NG-Methyl-L-arginine,188.1273,4.02,0.239148099016454,A106,RP_pos_2020,,117259,C03884,HMDB0029416,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NG-Methyl-L-arginine,188.1273,3.99,0.239148099016454,A106,RP_neg_2020,,117259,C03884,HMDB0029416,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a077_RP,5-Hydroxyindole-3-acetic acid,191.0583,15.89,0.840000000000000,0.610000000000000,-0.210000000000000,1.340000000000000,4.200000000000000,2.860000000000000,1.560000000000000,5.250000000000000,3.690000000000000,0.686576913114997000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000188573474487257000000000000,0.000000000016246064322882200000,0.000000024623252325994800000000,0.000076057099073172100000000000,0.000000000002920478673710630000,0.000000001289317652641840000000,4014643.873510580000000,8041698.462571350000000,4092437.955070520000000,4578349.613615760000000,3322080.172861530000000,8188123.239818980000000,4443526.797645170000000,6438486.627208600000000,1252039.010482120000000,2403452.671151250000000,1690081.131529740000000,2513688.573748420000000,1522640.139635740000000,2031386.113859440000000,1938286.581536560000000,3075081.399732990000000,196432.139068836000000,193683.274629018000000,268280.685798785000000,187465.776409885000000,244602.752623325000000,265465.856408328000000,176776.514054110000000,182654.514291542000000,1.2E+05,1.1E+05,1.1E+05,1.1E+05,9.9E+04,9.6E+04,9.9E+04,18.8,19.1,17.2,18.0,24.8,11.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Hydroxyindole-3-acetic acid,191.0582,15.88,0.270361582926013,C043,RP_pos_2020,,1760,C05635,HMDB0000763,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-Hydroxyindole-3-acetic acid,191.0582,16.00,0.270361582926013,C043,RP_neg_2020,,1760,C05635,HMDB0000763,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a078_RP,Prostaglandin D2,352.2252,24.82,0.480000000000000,-0.810000000000000,0.110000000000000,2.250000000000000,4.850000000000000,2.610000000000000,3.540000000000000,5.220000000000000,1.680000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.036974440260935500000000000000,0.000000722018995401554000000000,0.000405963726099480000000000000,0.000063042001152365000000000000,0.000000229615990149760000000000,0.043741024538904100000000000000,1310294.284854200000000,933976.133055763000000,1014713.742254220000000,1340446.822271360000000,662860.594674328000000,2062129.502876280000000,816139.350883221000000,1210956.547340310000000,748196.874901736000000,311860.487787088000000,165692.532337777000000,103385.515042622000000,174322.064622435000000,47815.995175461400000,211630.902389264000000,116069.091744000000000,32965.817503155800000,38244.823627124600000,30361.032179928600000,33049.984402853700000,30043.829336622100000,32965.134048614700000,33733.711835654500000,35254.181683857700000,2.7E+04,3.4E+04,2.5E+04,2.4E+04,2.4E+04,2.3E+04,2.3E+04,7.1,5.8,79.6,87.0,34.7,29.4,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prostaglandin D2,352.2250,24.90,0.596348247646535,F011,RP_neg_2020,,395250,C00696,HMDB0001403,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source prostaglandin D2,352.2250,24.89,0.596348247646535,,RP_neg_2020,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wrong mass Prostaglandin D2,352.2250,24.89,0.596348247646535,F011,RP_pos_2020,,395250,C00696,HMDB0001403,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source prostaglandin D2,352.2250,24.89,0.596348247646535,,RP_neg_2020,,,,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079_RP,3-Hydroxybutyric acid,104.0474,11.06,0.950000000000000,-0.010000000000000,-0.730000000000000,-2.430000000000000,-3.740000000000000,-1.310000000000000,-1.470000000000000,-2.070000000000000,-0.600000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.053263686507339300000000000000,0.008887543868724850000000000000,0.999999999996173000000000000000,0.549781608840648000000000000000,0.177810448338278000000000000000,0.999999999992595000000000000000,357500.882833633000000,523220.340079178000000,301895.961920110000000,654645.491847452000000,288194.682918711000000,615154.946064777000000,477444.513054010000000,690805.036335735000000,4585124.049244420000000,3030230.137531990000000,1227688.766291710000000,1025721.824318400000000,2332073.066502520000000,2178106.180139010000000,1171187.793520740000000,1344908.678833440000000,7341941.155519220000000,6090706.777879270000000,6808620.698663800000000,3572342.812227590000000,2022222.310061210000000,1763899.861040840000000,706425.535599720000000,806703.673524868000000,6.9E+04,3.8E+05,3.9E+05,8.4E+04,3.2E+05,3.8E+05,3.4E+05,76.0,79.3,47.5,68.5,11.6,24.2,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Hydroxybutyric acid,104.0473,0.75,Reference-199,,90.406748996954200,9.520337449847710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B080_RP,Nicotinamide,122.0481,7.14,0.070000000000000,0.220000000000000,0.080000000000000,2.100000000000000,2.700000000000000,0.600000000000000,1.950000000000000,2.700000000000000,0.740000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.811768630302750000000000000000,0.366234854506260000000000000000,0.999999999996173000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.999999999992595000000000000000,1459393412.001260000000000,6640366.484077500000000,1557246078.803400000000000,1610907253.722700000000000,1727548242.956070000000000,1765186207.044800000000000,1539946118.425800000000000,1645772666.718250000000000,370517595.973256000000000,442204416.750196000000000,326642297.154834000000000,368253160.572271000000000,351909124.062465000000000,399842293.071428000000000,370102767.690998000000000,464098391.551411000000000,240994129.274036000000000,234597524.119921000000000,235226072.202888000000000,220879630.534404000000000,207750225.000840000000000,379209076.529868000000000,281054145.163114000000000,267927489.757034000000000,9.6E+06,1.0E+07,2.8E+05,8.7E+06,7.7E+06,7.2E+06,2.7E+05,26.1,12.5,10.2,5.8,66.5,7.2,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicotinamide,122.0480,0.66,Reference-517,C00153,93.567695179532300,9.678384758976610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B081_RP,Pipecolic acid,129.0791,6.00,0.020000000000000,-0.380000000000000,-0.380000000000000,-1.990000000000000,-4.000000000000000,-2.010000000000000,-1.590000000000000,-3.600000000000000,-2.010000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.010851578546610100000000000000,0.000001147809009980280000000000,0.002076862904084230000000000000,0.013499199627472400000000000000,0.000002659696930086130000000000,0.005410538981276110000000000000,14575149.599720000000000,17309725.084807500000000,13571440.070292900000000,15294747.555142000000000,14671326.405280900000000,6955108.246731020000000,15039196.131077000000000,14382517.408270700000000,52908811.243990300000000,46995980.712088400000000,63258004.141992500000000,42517701.742366500000000,26453941.425013300000000,20565201.692273500000000,75129406.620942500000000,85258959.608803900000000,328744504.848979000000000,221554415.853699000000000,265356899.377508000000000,204620360.701453000000000,201853030.179347000000000,155620227.891883000000000,150326628.796963000000000,112018937.078355000000000,1.2E+06,8.7E+05,1.0E+06,1.0E+05,8.1E+05,7.1E+05,1.2E+05,28.6,32.7,55.1,38.1,33.5,4.3,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L(-)-Pipecolinic acid,129.0790,1.18,Reference-1813,C00408,80.321317499371200,9.016065874968560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D-(+)-Pipecolinic acid,129.0790,1.18,Reference-1782,,81.865655048050600,9.093282752402530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pipecolic acid,129.0790,1.18,Reference-548,C00408,88.017605648027400,9.400880282401370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B082_RP,Creatine,131.0695,4.50,0.080000000000000,-0.260000000000000,-0.400000000000000,0.670000000000000,0.770000000000000,0.100000000000000,1.010000000000000,1.250000000000000,0.240000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000257867954763464000000000000,0.000041185643085016800000000000,0.999999999996173000000000000000,0.000002732716785320570000000000,0.000000262074628697886000000000,0.934510269362457000000000000000,20307800261.521800000000000,26933031732.216000000000000,24065269822.809500000000000,22858233143.913200000000000,21805490456.143800000000000,20218168011.357700000000000,21353022192.558600000000000,22812975256.450900000000000,14008324994.932700000000000,11437886676.725600000000000,12046609905.031200000000000,10204079357.857500000000000,13116111970.031900000000000,11262007245.048800000000000,14388696384.036400000000000,12474493068.838200000000000,13806984215.209800000000000,12513751443.646800000000000,14105808403.996000000000000,9688276574.139030000000000,11551005978.979000000000000,9336308507.394600000000000,10958702067.323700000000000,9539072121.162600000000000,1.4E+06,1.1E+06,7.9E+05,6.7E+05,1.1E+06,9.4E+05,8.2E+05,14.6,12.6,8.2,7.8,12.0,7.2,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Creatine,131.0695,0.27,Reference-357,C00300,96.333610839050500,77.429102247610900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B083_RP,Adenine,135.0547,6.02,0.070000000000000,0.110000000000000,0.130000000000000,1.200000000000000,1.680000000000000,0.480000000000000,1.170000000000000,1.630000000000000,0.460000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.003629651900501280000000000000,0.000028894758881440900000000000,0.260070478378491000000000000000,0.003925174342560110000000000000,0.000078416043044809900000000000,0.545000391781265000000000000000,95287740.092148900000000,81803418.512161000000000,104914264.134248000000000,101361073.638922000000000,93874358.383055100000000,97860397.314138700000000,87674163.564631700000000,103786012.874520000000000,63471194.946568500000000,47708896.654693600000000,38356744.689639100000000,41394215.053810900000000,34519367.994543100000000,43292159.367276300000000,44086942.675345000000000,45508074.174017300000000,22737654.386492400000000,21242548.685896100000000,31903838.511092200000000,31448507.175359200000000,39421503.731494200000000,51550254.822453700000000,27123879.541624100000000,33122403.534500300000000,6.4E+05,4.6E+05,7.1E+05,7.3E+05,8.1E+05,7.0E+05,9.6E+05,36.7,23.6,6.1,28.5,10.3,7.5,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adenine,135.0545,1.19,Reference-296,C00147,83.024935829469100,9.151246791473450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B084_RP,g-Butyrobetaine,145.1103,4.57,-0.160000000000000,-0.450000000000000,-0.260000000000000,0.210000000000000,1.660000000000000,1.450000000000000,0.510000000000000,1.760000000000000,1.260000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.000028894758881440900000000000,0.000408428326364324000000000000,0.702501903419944000000000000000,0.000058690759837718400000000000,0.002612032514811580000000000000,99839440.796754200000000,90551883.332550200000000,98254831.927578100000000,91886569.796294100000000,96801258.409661700000000,86609191.085709500000000,110847742.472343000000000,64240199.478560400000000,103050195.192868000000000,65547900.172229600000000,66765459.585244800000000,59195389.826798200000000,77565030.038244300000000,48137013.141409500000000,93129435.917240000000000,78645038.150724700000000,47278914.508054000000000,42338608.056139600000000,34829384.492038900000000,25687603.196695200000000,27650433.735134100000000,26481636.384703500000000,25917035.668208300000000,23036543.746913000000000,1.1E+05,1.1E+05,1.0E+05,1.0E+05,9.4E+04,9.5E+04,9.9E+04,29.8,28.6,20.3,18.9,15.5,6.3,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acetylcholine,145.1103,0.18,Reference-885,C01996,89.727357177669500,9.486367858883480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085_RP,Acetylcholine,145.1103,4.75,0.090000000000000,4.060000000000000,0.180000000000000,6.290000000000000,7.270000000000000,0.980000000000000,2.320000000000000,7.170000000000000,4.860000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.001112946998181820000000000000,0.000033805707214329300000000000,0.668330708397067000000000000000,0.084444931861232100000000000000,0.000029681639377458800000000000,0.014805556029807800000000000000,67913511.346732400000000,133171430.874616000000000,88465262.211976400000000,57005707.128894400000000,97991784.835083300000000,88122811.486884600000000,61242753.846504400000000,78049188.253946200000000,953642.835922812000000,25968214.547604800000000,16061863.664755500000000,15178823.775817600000000,1041949.420954480000000,18180039.365357500000000,574776.968620979000000,901717.324368325000000,532835.461779021000000,1032170.910887220000000,480840.389219527000000,583901.659639672000000,390092.847789024000000,234634.956388722000000,720007.472261239000000,566991.348457429000000,1.8E+05,1.5E+05,1.5E+05,2.7E+05,2.0E+05,2.6E+05,1.6E+05,54.2,26.2,69.6,163.3,36.1,21.8,,,
,Name,Molecular Weight,DeltaMass [ppm],mzCloud ID,KEGG ID,Match,Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acetylcholine,145.1103,0.37,Reference-885,C01996,91.156418436264900,9.557820921813250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B086_RP,Methionine,149.0512,6.85,0.050000000000000,0.570000000000000,-0.040000000000000,-0.250000000000000,-0.940000000000000,-0.690000000000000,-0.780000000000000,-0.860000000000000,-0.080000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,1.000000000000000000000000000000,0.003789542923286410000000000000,0.025492355644392000000000000000,0.043814275094073200000000000000,0.025739191587570900000000000000,0.999999999992595000000000000000,168746885.995382000000000,175670206.419819000000000,196299742.924579000000000,139710978.824609000000000,126381908.873364000000000,279072657.661967000000000,154418209.920645000000000,158327805.677755000000000,196428661.285878000000000,348581994.637599000000000,206694756.758944000000000,265383617.387826000000000,188559342.603566000000000,308028290.443728000000000,138400040.458618000000000,260726001.142138000000000,316472614.738839000000000,296471965.396446000000000,257320527.694888000000000,261618737.780643000000000,303602489.347931000000000,333336503.307787000000000,321312067.582965000000000,308444663.984158000000000,2.6E+05,2.5E+05,2.5E+05,2.3E+05,2.0E+05,2.0E+05,2.0E+05,9.9,9.7,13.9,16.6,33.1,18.0,,,
